Book title,Price,Availability,Rating,Product page link,Rating_num
The God Delusion,46.85,In stock,Three,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html,3
The Girl You Left Behind (The Girl You Left Behind #1),15.79,In stock,One,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,1
The Fellowship of the Ring (The Lord of the Rings #1),10.27,In stock,Two,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,2
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,In stock,Five,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,5
The Barefoot Contessa Cookbook,59.92,In stock,Five,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,5
Tell the Wolves I'm Home,50.96,In stock,Two,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,2
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,In stock,Three,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,3
Pride and Prejudice,19.27,In stock,Four,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,4
Musicophilia: Tales of Music and the Brain,46.58,In stock,One,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,1
Mere Christianity,48.51,In stock,Three,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,3
Me Before You (Me Before You #1),19.02,In stock,One,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,1
In the Woods (Dublin Murder Squad #1),38.38,In stock,Two,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,2
In Cold Blood,49.98,In stock,Four,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,4
How to Stop Worrying and Start Living,46.49,In stock,Five,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,5
Give It Back,18.32,In stock,Two,https://books.toscrape.com/catalogue/give-it-back_430/index.html,2
"Girl, Interrupted",42.14,In stock,Three,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,3
Fun Home: A Family Tragicomic,56.59,In stock,Four,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,4
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,In stock,Four,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,4
Deception Point,40.32,In stock,Four,https://books.toscrape.com/catalogue/deception-point_426/index.html,4
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,In stock,Three,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,3
Catherine the Great: Portrait of a Woman,58.55,In stock,Four,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,4
Better Homes and Gardens New Cook Book,39.61,In stock,Three,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,3
An Unquiet Mind: A Memoir of Moods and Madness,21.3,In stock,Three,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,3
A Year in Provence (Provence #1),56.88,In stock,Four,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,4
World Without End (The Pillars of the Earth #2),32.97,In stock,Four,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,4
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,In stock,Four,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,4
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,In stock,Two,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,2
Where She Went (If I Stay #2),41.73,In stock,Four,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,4
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,In stock,Four,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,4
Two Summers,14.64,In stock,One,https://books.toscrape.com/catalogue/two-summers_415/index.html,1
This Is Your Brain on Music: The Science of a Human Obsession,38.4,In stock,One,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,1
The Secret Garden,15.08,In stock,Four,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html,4
The Raven King (The Raven Cycle #4),30.57,In stock,Two,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html,2
The Raven Boys (The Raven Cycle #1),57.74,In stock,Four,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html,4
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,In stock,Five,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,5
The Metamorphosis,28.58,In stock,One,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,1
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,In stock,Five,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,5
The Little Paris Bookshop,24.73,In stock,Three,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,3
The Hiding Place,55.91,In stock,Four,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html,4
The Grand Design,13.76,In stock,Three,https://books.toscrape.com/catalogue/the-grand-design_405/index.html,3
The Firm,45.56,In stock,Three,https://books.toscrape.com/catalogue/the-firm_404/index.html,3
The Fault in Our Stars,47.22,In stock,One,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html,1
The False Prince (The Ascendance Trilogy #1),56.0,In stock,Five,https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html,5
The Expatriates,44.58,In stock,Two,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,2
The Dream Thieves (The Raven Cycle #2),34.5,In stock,One,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html,1
The Darkest Corners,11.33,In stock,Five,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html,5
The Crossover,38.77,In stock,Four,https://books.toscrape.com/catalogue/the-crossover_398/index.html,4
The 5th Wave (The 5th Wave #1),11.83,In stock,Two,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html,2
Tell the Wind and Fire,45.51,In stock,Three,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html,3
Tell Me Three Things,41.81,In stock,One,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html,1
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,In stock,Four,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,4
Siddhartha,34.22,In stock,Five,https://books.toscrape.com/catalogue/siddhartha_393/index.html,5
Shiver (The Wolves of Mercy Falls #1),16.23,In stock,Five,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html,5
Remember Me?,11.48,In stock,Three,https://books.toscrape.com/catalogue/remember-me_391/index.html,3
Red Dragon (Hannibal Lecter #1),23.37,In stock,Three,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html,3
Peak: Secrets from the New Science of Expertise,16.28,In stock,Two,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,2
My Mother Was Nuts,31.63,In stock,Four,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,4
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,In stock,Five,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,5
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,In stock,One,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,1
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,In stock,Four,https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,4
Logan Kade (Fallen Crest High #5.5),13.12,In stock,Two,https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html,2
Last One Home (New Beginnings #1),59.98,In stock,Three,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,3
Killing Floor (Jack Reacher #1),31.49,In stock,Four,https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html,4
Kill the Boy Band,15.52,In stock,Five,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html,5
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,In stock,Five,https://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,5
If I Stay (If I Stay #1),38.13,In stock,Five,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html,5
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,In stock,Two,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,2
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,In stock,One,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,1
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,In stock,One,https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html,1
Foundation (Foundation (Publication Order) #1),32.42,In stock,One,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html,1
Fool Me Once,16.96,In stock,One,https://books.toscrape.com/catalogue/fool-me-once_374/index.html,1
Find Her (Detective D.D. Warren #8),22.37,In stock,One,https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html,1
Evicted: Poverty and Profit in the American City,42.27,In stock,One,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html,1
Drama,38.7,In stock,Two,https://books.toscrape.com/catalogue/drama_371/index.html,2
Dracula the Un-Dead,35.63,In stock,Five,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html,5
Digital Fortress,58.0,In stock,Five,https://books.toscrape.com/catalogue/digital-fortress_369/index.html,5
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,In stock,One,https://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html,1
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,In stock,Three,https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,3
Critique of Pure Reason,20.75,In stock,One,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,1
Booked,17.49,In stock,Five,https://books.toscrape.com/catalogue/booked_365/index.html,5
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,In stock,Five,https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,5
Approval Junkie: Adventures in Caring Too Much,58.81,In stock,Five,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html,5
An Abundance of Katherines,10.0,In stock,Five,https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,5
America's War for the Greater Middle East: A Military History,51.22,In stock,Two,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,2
Alight (The Generations Trilogy #2),58.59,In stock,Four,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html,4
A Girl's Guide to Moving On (New Beginnings #2),31.3,In stock,One,https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,1
A Game of Thrones (A Song of Ice and Fire #1),46.42,In stock,Two,https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,2
A Feast for Crows (A Song of Ice and Fire #4),17.21,In stock,Four,https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,4
A Clash of Kings (A Song of Ice and Fire #2),10.79,In stock,Three,https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,3
Vogue Colors A to Z: A Fashion Coloring Book,52.35,In stock,Four,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,4
The Shining (The Shining #1),27.88,In stock,Three,https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html,3
The Pilgrim's Progress,50.26,In stock,Two,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,2
The Perfect Play (Play by Play #1),59.99,In stock,Three,https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html,3
The Passion of Dolssa,28.32,In stock,Five,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html,5
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,In stock,Three,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,3
The Hunger Games (The Hunger Games #1),29.85,In stock,Five,https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html,5
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,In stock,Two,https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,2
The Gunning of America: Business and the Making of American Gun Culture,16.81,In stock,Four,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,4
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,In stock,Two,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,2
The Demonists (Demonist #1),52.11,In stock,Two,https://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html,2
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,In stock,Two,https://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,2
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,In stock,Three,https://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,3
The Beast (Black Dagger Brotherhood #14),46.08,In stock,Five,https://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html,5
Some Women,13.73,In stock,Five,https://books.toscrape.com/catalogue/some-women_341/index.html,5
Shopaholic Ties the Knot (Shopaholic #3),48.39,In stock,Five,https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html,5
Paper and Fire (The Great Library #2),49.45,In stock,Five,https://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html,5
Outlander (Outlander #1),19.67,In stock,Five,https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html,5
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,In stock,Three,https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,3
No One Here Gets Out Alive,20.02,In stock,Five,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,5
Night Shift (Night Shift #1-20),12.75,In stock,Four,https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html,4
Needful Things,47.51,In stock,Four,https://books.toscrape.com/catalogue/needful-things_334/index.html,4
Mockingjay (The Hunger Games #3),20.44,In stock,Four,https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html,4
Misery,34.79,In stock,Two,https://books.toscrape.com/catalogue/misery_332/index.html,2
Little Women (Little Women #1),28.07,In stock,Four,https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,4
It,25.01,In stock,Three,https://books.toscrape.com/catalogue/it_330/index.html,3
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,In stock,Three,https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,3
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,In stock,Four,https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,4
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,In stock,Four,https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,4
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,In stock,Five,https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,5
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,In stock,One,https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,1
Gone with the Wind,32.49,In stock,Three,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,3
God Is Not Great: How Religion Poisons Everything,27.8,In stock,One,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html,1
Girl With a Pearl Earring,26.77,In stock,One,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html,1
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,In stock,Four,https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html,4
Far From True (Promise Falls Trilogy #2),34.93,In stock,Two,https://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html,2
Dark Lover (Black Dagger Brotherhood #1),12.87,In stock,One,https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html,1
Confessions of a Shopaholic (Shopaholic #1),48.94,In stock,Two,https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html,2
Changing the Game (Play by Play #2),13.38,In stock,Three,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html,3
Candide,58.63,In stock,Three,https://books.toscrape.com/catalogue/candide_316/index.html,3
Can You Keep a Secret?,21.94,In stock,One,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html,1
Atlas Shrugged,26.58,In stock,Five,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html,5
Animal Farm,57.22,In stock,Three,https://books.toscrape.com/catalogue/animal-farm_313/index.html,3
A Walk to Remember,56.43,In stock,One,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html,1
A New Earth: Awakening to Your Life's Purpose,55.65,In stock,Five,https://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html,5
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,In stock,One,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,1
'Salem's Lot,49.56,In stock,Four,https://books.toscrape.com/catalogue/salems-lot_309/index.html,4
Zero History (Blue Ant #3),34.77,In stock,One,https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html,1
Wuthering Heights,17.73,In stock,Three,https://books.toscrape.com/catalogue/wuthering-heights_307/index.html,3
World War Z: An Oral History of the Zombie War,21.8,In stock,One,https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html,1
Wild: From Lost to Found on the Pacific Crest Trail,46.02,In stock,Three,https://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html,3
"Where'd You Go, Bernadette",18.13,In stock,One,https://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html,1
When You Are Engulfed in Flames,30.89,In stock,Five,https://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html,5
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,In stock,Three,https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,3
We Are All Completely Beside Ourselves,24.04,In stock,One,https://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html,1
Walk the Edge (Thunder Road #2),32.36,In stock,Three,https://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html,3
Voyager (Outlander #3),21.07,In stock,Five,https://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html,5
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,In stock,Three,https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,3
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,In stock,Two,https://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html,2
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,In stock,One,https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html,1
Under the Banner of Heaven: A Story of Violent Faith,30.0,In stock,One,https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,1
Two Boys Kissing,32.74,In stock,Two,https://books.toscrape.com/catalogue/two-boys-kissing_294/index.html,2
Twilight (Twilight #1),41.93,In stock,Two,https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html,2
Twenties Girl,42.8,In stock,Two,https://books.toscrape.com/catalogue/twenties-girl_292/index.html,2
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,In stock,One,https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,1
Three-Martini Lunch,23.21,In stock,Three,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html,3
"Thinking, Fast and Slow",21.14,In stock,One,https://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html,1
The Wild Robot,56.07,In stock,Three,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html,3
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,In stock,Three,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html,3
The Undomestic Goddess,45.75,In stock,Four,https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html,4
The Travelers,15.77,In stock,One,https://books.toscrape.com/catalogue/the-travelers_285/index.html,1
The Tipping Point: How Little Things Can Make a Big Difference,10.02,In stock,Two,https://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html,2
The Thing About Jellyfish,48.77,In stock,One,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,1
The Stand,57.86,In stock,Two,https://books.toscrape.com/catalogue/the-stand_282/index.html,2
The Smitten Kitchen Cookbook,23.59,In stock,One,https://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html,1
The Silkworm (Cormoran Strike #2),23.05,In stock,Five,https://books.toscrape.com/catalogue/the-silkworm-cormoran-strike-2_280/index.html,5
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,In stock,Five,https://books.toscrape.com/catalogue/the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,5
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,In stock,Four,https://books.toscrape.com/catalogue/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html,4
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,In stock,One,https://books.toscrape.com/catalogue/the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html,1
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,In stock,Three,https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,3
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,In stock,One,https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,1
The Rest Is Noise: Listening to the Twentieth Century,34.77,In stock,One,https://books.toscrape.com/catalogue/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html,1
The Red Tent,35.66,In stock,Five,https://books.toscrape.com/catalogue/the-red-tent_273/index.html,5
The Purpose Driven Life: What on Earth Am I Here for?,37.19,In stock,Three,https://books.toscrape.com/catalogue/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,3
The Purest Hook (Second Circle Tattoos #3),12.25,In stock,One,https://books.toscrape.com/catalogue/the-purest-hook-second-circle-tattoos-3_271/index.html,1
The Picture of Dorian Gray,29.7,In stock,Two,https://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html,2
The Paris Wife,36.8,In stock,Three,https://books.toscrape.com/catalogue/the-paris-wife_269/index.html,3
The Obsession,45.43,In stock,One,https://books.toscrape.com/catalogue/the-obsession_268/index.html,1
The Nightingale,26.26,In stock,Four,https://books.toscrape.com/catalogue/the-nightingale_267/index.html,4
The New Guy (and Other Senior Year Distractions),44.92,In stock,Three,https://books.toscrape.com/catalogue/the-new-guy-and-other-senior-year-distractions_266/index.html,3
The Nanny Diaries (Nanny #1),52.53,In stock,Five,https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html,5
The Name of God is Mercy,37.25,In stock,Two,https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html,2
The Maze Runner (The Maze Runner #1),20.93,In stock,One,https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html,1
The Lover's Dictionary,58.09,In stock,Two,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html,2
The Lonely Ones,43.59,In stock,Five,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,5
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,In stock,Three,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,3
The Last Painting of Sara de Vos,55.55,In stock,Two,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,2
"The Land of 10,000 Madonnas",29.64,In stock,Four,https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html,4
The Infinities,27.41,In stock,One,https://books.toscrape.com/catalogue/the-infinities_257/index.html,1
The Husband's Secret,52.51,In stock,Five,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,5
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,In stock,Three,https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,3
The Guns of August,14.54,In stock,Two,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html,2
The Guernsey Literary and Potato Peel Pie Society,49.53,In stock,One,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,1
The Goldfinch,43.58,In stock,Three,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html,3
The Giver (The Giver Quartet #1),12.3,In stock,One,https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html,1
The Girl with All the Gifts,49.47,In stock,Three,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html,3
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,In stock,Two,https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,2
